No. Pesanan,Status Pesanan,Alasan Pembatalan,Status Pembatalan/ Pengembalian,No. Resi,Opsi Pengiriman,Antar ke counter/ pick-up,Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan),Waktu Pengiriman Diatur,Waktu Pesanan Dibuat,Waktu Pembayaran Dilakukan,Metode Pembayaran,SKU Induk,Nama Produk,Nomor Referensi SKU,Nama Variasi,Harga Awal,Harga Setelah Diskon,Jumlah,Returned quantity,Total Harga Produk,Total Diskon,Diskon Dari Penjual,Diskon Dari Shopee,Berat Produk,Jumlah Produk di Pesan,Total Berat,Nama Gudang,Voucher Ditanggung Penjual,Cashback Koin,Voucher Ditanggung Shopee,Paket Diskon,Paket Diskon (Diskon dari Shopee),Paket Diskon (Diskon dari Penjual),Potongan Koin Shopee,Diskon Kartu Kredit,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Ongkos Kirim Pengembalian Barang,Total Pembayaran,Perkiraan Ongkos Kirim,Catatan dari Pembeli,Catatan,Username (Pembeli),Nama Penerima,No. Telepon,Alamat Pengiriman,Kota/Kabupaten,Provinsi,Waktu Pesanan Selesai
SP693793702820,Dibatalkan,Stok habis,Dibatalkan,,Express,Antar ke counter,2023-07-04 13:30:44,2023-07-03 10:30:44,2023-07-02 13:30:44,,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,47000,1,0,47000,12000,4800,7200,0.15,1,0.15,Gudang Bandung,5000,0,0,0,0,0,0,0,0,0,0,0,15000,,,mira_kurniawan514,Reza Cahyani,8841876776,"Jl. Merdeka No. 3, Kutai",Kutai,Kalimantan Timur,
SP388523220228,Selesai,,,SHP41042505828,Standar,Pick-up,2023-07-04 14:02:18,2023-07-03 17:02:18,2023-07-02 14:02:18,2023-07-02 16:51:18,QRIS,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Medan,0,1000,0,0,0,0,1000,0,12000,12000,0,63000,12000,,,yoga_cahyani173,Fitri Setiawan,8104848094,"Jl. Gatot Subroto No. 186, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2023-07-08 15:02:18
SP627433779118,Selesai,,,SHP52476244482,Hemat,Antar ke counter,2023-07-04 14:09:45,2023-07-03 10:09:45,2023-07-02 14:09:45,2023-07-02 14:40:45,ShopeePay,GDS-SPR-HAZ-20,Gendes Feminine Wash Spray Hazelnut 20ml,GDS-SPR-HAZ-20,Spray 20ml - Hazelnut,29000,23000,1,0,23000,6000,2400,3600,0.08,1,0.08,Gudang Medan,5000,0,5000,0,0,0,0,0,15000,15000,0,28000,15000,,,fajar_kusuma11,Ayu Pratama,8976475456,"Jl. Sudirman No. 119, Yogyakarta",Yogyakarta,Jawa Tengah,2023-07-06 19:09:45
SP111080886828,Selesai,,,SHP39026298547,Standar,Pick-up,2023-07-04 14:24:17,2023-07-03 15:24:17,2023-07-02 14:24:17,2023-07-02 15:57:17,Kartu Kredit,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,22000,22000,0,66000,22000,,,mira_pratama809,Sari Anggraini,8699261382,"Jl. Gatot Subroto No. 141, Malang",Malang,Jawa Timur,2023-07-06 15:24:17
SP256363730000,Selesai,,,SHP89755408404,Instant,Pick-up,2023-07-04 18:34:02,2023-07-03 14:34:02,2023-07-02 18:34:02,2023-07-02 20:04:02,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Medan,10000,1000,5000,0,0,0,1000,0,18000,18000,0,54000,18000,,,ayu_cahyani397,Laras Wijaya,8711073512,"Jl. Diponegoro No. 153, Jakarta Timur",Jakarta Timur,DKI Jakarta,2023-07-08 20:34:02
SP746894155466,Selesai,,,SHP36384403002,Standar,Pick-up,2023-07-04 21:43:40,2023-07-03 19:43:40,2023-07-02 21:43:40,2023-07-02 22:56:40,COD,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Bandung,0,1000,0,0,0,0,1000,0,22000,22000,0,48000,22000,Kemas bubble wrap,,indah_handayani639,Dewi Cahyani,8069430695,"Jl. Ahmad Yani No. 49, Malang",Malang,Jawa Timur,2023-07-05 23:43:40
SP888050882445,Dibatalkan,Pesanan duplikat,Dibatalkan,,Instant,Pick-up,2023-07-05 08:51:42,2023-07-04 09:51:42,2023-07-03 08:51:42,,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,48000,3,0,144000,33000,13200,19800,0.15,3,0.45,Gudang Jakarta Selatan,5000,2000,0,0,0,0,2000,0,0,0,0,0,15000,,,reza_purnama794,Fitri Susanto,8854875311,"Jl. Diponegoro No. 162, Bandung",Bandung,Jawa Barat,
SP977603644129,Selesai,,,SHP57811628319,Instant,Pick-up,2023-07-05 09:36:09,2023-07-04 08:36:09,2023-07-03 09:36:09,2023-07-03 09:57:09,QRIS,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Jakarta Selatan,5000,0,5000,0,0,0,0,0,12000,12000,0,47000,12000,Tolong dikemas rapi,,fitri_kusuma392,Yoga Cahyani,8020392213,"Jl. Merdeka No. 124, Cimahi",Cimahi,Jawa Barat,2023-07-11 13:36:09
SP631617034082,Selesai,,,SHP81149828162,Express,Antar ke counter,2023-07-05 12:29:28,2023-07-04 10:29:28,2023-07-03 12:29:28,2023-07-03 13:07:28,QRIS,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,56000,2,0,112000,6000,0,6000,0.15,2,0.3,Gudang Bandung,0,2000,5000,0,0,0,2000,0,18000,18000,0,123000,18000,,,dito_wijaya637,Fitri Wijaya,8495629179,"Jl. Gatot Subroto No. 80, Gresik",Gresik,Jawa Timur,2023-07-07 16:29:28
SP634839697601,Selesai,,,SHP31652336537,Hemat,Antar ke counter,2023-07-05 17:27:11,2023-07-04 20:27:11,2023-07-03 17:27:11,2023-07-03 19:28:11,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,22000,22000,0,77000,22000,,,reni_gunawan873,Dewi Sari,8201754541,"Jl. Gatot Subroto No. 71, Tanah Laut",Tanah Laut,Kalimantan Selatan,2023-07-05 20:27:11
SP286210504931,Selesai,,,SHP26234628249,Standar,Pick-up,2023-07-05 22:08:32,2023-07-05 01:08:32,2023-07-03 22:08:32,2023-07-03 23:04:32,QRIS,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Medan,0,0,0,0,0,0,0,0,18000,18000,0,66000,18000,,,yoga_santoso342,Nadia Lestari,8360785483,"Jl. Ahmad Yani No. 4, Solok",Solok,Sumatera Barat,2023-07-07 23:08:32
SP197906446540,Selesai,,,SHP16125674199,Instant,Antar ke counter,2023-07-06 07:08:19,2023-07-05 11:08:19,2023-07-04 07:08:19,2023-07-04 07:34:19,GoPay,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,28000,1,0,28000,1000,0,1000,0.08,1,0.08,Gudang Surabaya,0,0,0,0,0,0,0,0,12000,12000,0,40000,12000,Jangan sampai bocor,,nova_wijaya427,Indah Sari,8671485819,"Jl. Gatot Subroto No. 2, Salatiga",Salatiga,Jawa Tengah,2023-07-09 08:08:19
SP147805974509,Selesai,,,SHP87625580860,Standar,Antar ke counter,2023-07-06 23:28:29,2023-07-05 19:28:29,2023-07-04 23:28:29,2023-07-05 01:37:29,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,46000,1,0,46000,13000,5200,7800,0.15,1,0.15,Gudang Jakarta Selatan,0,1000,5000,0,0,0,1000,0,22000,22000,0,62000,22000,,,hana_wijaya162,Putri Kurniawan,8297049379,"Jl. Sudirman No. 130, Gunung Kidul",Gunung Kidul,Yogyakarta,2023-07-10 02:28:29
SP282972229531,Selesai,,,SHP49012398799,Standar,Pick-up,2023-07-07 14:07:40,2023-07-06 13:07:40,2023-07-05 14:07:40,2023-07-05 14:35:40,QRIS,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,45000,1,0,45000,14000,5600,8400,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,15000,15000,0,60000,15000,Kemas bubble wrap,,ayu_rahayu368,Mira Putri,8424873962,"Jl. Gatot Subroto No. 34, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2023-07-11 18:07:40
SP597046331302,Selesai,,,SHP78354119910,Instant,Pick-up,2023-07-08 14:32:08,2023-07-07 12:32:08,2023-07-06 14:32:08,2023-07-06 16:37:08,Kartu Kredit,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,22000,22000,0,79000,22000,,,elsa_wibowo165,Nadia Nugraha,8434354978,"Jl. Gatot Subroto No. 43, Bekasi",Bekasi,Jawa Barat,2023-07-10 19:32:08
SP275384636635,Selesai,,,SHP17076342788,Standar,Antar ke counter,2023-07-08 16:23:04,2023-07-07 16:23:04,2023-07-06 16:23:04,2023-07-06 19:18:04,OVO,GDS-BDL-SS-60,Gendes Bundle Spray+Spray 60ml,GDS-BDL-SS-60,Bundle Spray+Spray 60ml,110000,99000,1,0,99000,11000,0,11000,0.3,1,0.3,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,15000,15000,0,114000,15000,Jangan sampai bocor,,andi_kusuma765,Ratna Sari,8479600094,"Jl. Merdeka No. 154, Gresik",Gresik,Jawa Timur,2023-07-09 21:23:04
SP753959017865,Selesai,,,SHP57785336909,Express,Pick-up,2023-07-08 23:43:37,2023-07-08 01:43:37,2023-07-06 23:43:37,2023-07-07 00:09:37,Dana,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,GDS-FOA-BUB-20,Foam 20ml - Bubblegum,29000,25000,1,0,25000,4000,1600,2400,0.08,1,0.08,Gudang Bandung,0,1000,5000,0,0,0,1000,0,12000,12000,0,31000,12000,Jangan sampai bocor,,elsa_lestari862,Elsa Kurniawan,8091401527,"Jl. Ahmad Yani No. 28, Yogyakarta",Yogyakarta,Jawa Tengah,2023-07-12 01:43:37
SP171443063306,Selesai,,,SHP13774425913,Express,Antar ke counter,2023-07-09 08:34:52,2023-07-08 09:34:52,2023-07-07 08:34:52,2023-07-07 10:30:52,Transfer Bank,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,48000,2,0,96000,22000,8800,13200,0.15,2,0.3,Gudang Surabaya,0,0,5000,0,0,0,0,0,8000,8000,0,99000,8000,,,laras_putri8,Yuni Gunawan,8847422983,"Jl. Sudirman No. 158, Cilegon",Cilegon,Banten,2023-07-11 09:34:52
SP943665907211,Dibatalkan,Pesanan duplikat,Dibatalkan,,Instant,Antar ke counter,2023-07-09 12:49:08,2023-07-08 10:49:08,2023-07-07 12:49:08,,COD,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,GDS-FOA-HAZ-60,Foam 60ml - Hazelnut,59000,51000,1,0,51000,8000,3200,4800,0.15,1,0.15,Gudang Bandung,10000,0,5000,0,0,0,0,0,0,0,0,0,15000,,,bagas_putri297,Tari Setiawan,8003299090,"Jl. Merdeka No. 111, Sleman",Sleman,Yogyakarta,
SP881909522877,Selesai,,,SHP45725962716,Express,Antar ke counter,2023-07-09 14:38:08,2023-07-08 13:38:08,2023-07-07 14:38:08,2023-07-07 17:10:08,Transfer Bank,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,53000,2,0,106000,12000,0,12000,0.15,2,0.3,Gudang Surabaya,0,0,5000,0,0,0,0,0,12000,12000,0,113000,12000,,,nadia_pratama805,Tari Gunawan,8792067549,"Jl. Ahmad Yani No. 160, Bogor",Bogor,Jawa Barat,2023-07-13 17:38:08
SP480915880480,Selesai,,,SHP35190526207,Express,Pick-up,2023-07-09 21:09:36,2023-07-08 20:09:36,2023-07-07 21:09:36,2023-07-07 23:04:36,QRIS,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,GDS-FOA-MAN-60,Foam 60ml - Mango,59000,55000,1,0,55000,4000,0,4000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,8000,8000,0,61000,8000,,,yuni_wibowo798,Fajar Santoso,8381330734,"Jl. Sudirman No. 64, Depok",Depok,Jawa Barat,2023-07-13 02:09:36
SP510335736598,Pengembalian Dana/Barang,,Pengembalian,SHP90030449361,Express,Antar ke counter,2023-07-10 13:23:27,2023-07-09 16:23:27,2023-07-08 13:23:27,2023-07-08 15:12:27,QRIS,GDS-FOA-GRA-60,Gendes Feminine Wash Foam Grape 60ml,GDS-FOA-GRA-60,Foam 60ml - Grape,59000,52000,1,1,52000,7000,2800,4200,0.15,1,0.15,Gudang Bandung,10000,0,5000,0,0,0,0,0,12000,12000,12000,12000,12000,Tolong dikemas rapi,,wati_handayani715,Putri Kurniawan,8505160232,"Jl. Sudirman No. 25, Deli Serdang",Deli Serdang,Sumatera Utara,2023-07-15 14:23:27
SP855131785475,Selesai,,,SHP99744891972,Instant,Pick-up,2023-07-11 07:01:23,2023-07-10 03:01:23,2023-07-09 07:01:23,2023-07-09 09:19:23,GoPay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,24000,2,0,48000,10000,4000,6000,0.08,2,0.16,Gudang Surabaya,5000,2000,5000,0,0,0,2000,0,18000,18000,0,54000,18000,,,ayu_susanto206,Nina Kusuma,8992551253,"Jl. Diponegoro No. 10, Bandung",Bandung,Jawa Barat,2023-07-13 09:01:23
SP774603562370,Selesai,,,SHP51612149241,Standar,Pick-up,2023-07-12 12:10:44,2023-07-11 13:10:44,2023-07-10 12:10:44,2023-07-10 13:03:44,ShopeePay,GDS-SPR-GRA-20,Gendes Feminine Wash Spray Grape 20ml,GDS-SPR-GRA-20,Spray 20ml - Grape,29000,29000,1,0,29000,0,0,0,0.08,1,0.08,Gudang Medan,0,0,0,0,0,0,0,0,22000,22000,0,51000,22000,Tolong dikemas rapi,,fitri_handayani52,Sri Purnama,8716632824,"Jl. Gatot Subroto No. 63, Bandung",Bandung,Jawa Barat,2023-07-17 15:10:44
SP578709330045,Selesai,,,SHP13346225281,Hemat,Pick-up,2023-07-12 13:17:52,2023-07-11 15:17:52,2023-07-10 13:17:52,2023-07-10 15:41:52,GoPay,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,GDS-FOA-VAN-20,Foam 20ml - Vanilla,29000,26000,1,0,26000,3000,0,3000,0.08,1,0.08,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,8000,8000,0,34000,8000,,,budi_purnama645,Hana Lestari,8598685697,"Jl. Gatot Subroto No. 20, Cimahi",Cimahi,Jawa Barat,2023-07-13 15:17:52
SP633215033578,Selesai,,,SHP92534449693,Hemat,Pick-up,2023-07-13 12:30:00,2023-07-12 08:30:00,2023-07-11 12:30:00,2023-07-11 12:37:00,OVO,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,49000,1,0,49000,10000,4000,6000,0.15,1,0.15,Gudang Jakarta Selatan,10000,2000,0,0,0,0,2000,0,8000,8000,0,45000,8000,,,andi_putri845,Tari Putri,8638816878,"Jl. Sudirman No. 23, Cimahi",Cimahi,Jawa Barat,2023-07-14 15:30:00
SP935527058520,Selesai,,,SHP86273230721,Instant,Antar ke counter,2023-07-13 15:04:37,2023-07-12 17:04:37,2023-07-11 15:04:37,2023-07-11 17:07:37,Kartu Kredit,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,8000,8000,0,60000,8000,,,rina_wibowo397,Arif Lestari,8072720814,"Jl. Gatot Subroto No. 40, Yogyakarta",Yogyakarta,Jawa Tengah,2023-07-15 19:04:37
SP675028724050,Selesai,,,SHP93323835666,Standar,Pick-up,2023-07-15 06:40:27,2023-07-14 02:40:27,2023-07-13 06:40:27,2023-07-13 09:27:27,ShopeePay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,48000,1,0,48000,11000,4400,6600,0.15,1,0.15,Gudang Surabaya,5000,1000,0,0,0,0,1000,0,22000,22000,0,64000,22000,,,reza_susanto675,Ratna Gunawan,8836714674,"Jl. Diponegoro No. 10, Bekasi",Bekasi,Jawa Barat,2023-07-20 08:40:27
SP573968210075,Selesai,,,SHP50480009093,Standar,Pick-up,2023-07-15 12:09:00,2023-07-14 15:09:00,2023-07-13 12:09:00,2023-07-13 13:58:00,GoPay,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,2,0,104000,14000,5600,8400,0.15,2,0.3,Gudang Jakarta Selatan,10000,0,5000,0,0,0,0,0,8000,8000,0,97000,8000,Kemas bubble wrap,,nadia_lestari369,Risa Permata,8318073920,"Jl. Merdeka No. 35, Salatiga",Salatiga,Jawa Tengah,2023-07-19 13:09:00
SP365405794187,Dibatalkan,Stok habis,Dibatalkan,,Hemat,Pick-up,2023-07-15 18:13:52,2023-07-14 21:13:52,2023-07-13 18:13:52,,OVO,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,GDS-FOA-BUB-60,Foam 60ml - Bubblegum,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,0,0,0,0,12000,,,citra_santoso742,Rizky Wibowo,8719261548,"Jl. Gatot Subroto No. 173, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,
SP749810458909,Selesai,,,SHP57230843309,Express,Pick-up,2023-07-15 20:03:01,2023-07-14 21:03:01,2023-07-13 20:03:01,2023-07-13 21:25:01,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,52000,2,0,104000,14000,5600,8400,0.15,2,0.3,Gudang Jakarta Selatan,5000,0,0,0,0,0,0,0,12000,12000,0,111000,12000,,,arif_pratama785,Tari Handayani,8388724616,"Jl. Ahmad Yani No. 4, Depok",Depok,Jawa Barat,2023-07-15 21:03:01
SP779924304281,Selesai,,,SHP92280357005,Instant,Pick-up,2023-07-16 08:20:46,2023-07-15 05:20:46,2023-07-14 08:20:46,2023-07-14 08:22:46,Dana,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,57000,2,0,114000,4000,0,4000,0.15,2,0.3,Gudang Bandung,0,2000,0,0,0,0,2000,0,12000,12000,0,124000,12000,,,nadia_wijaya580,Mega Handayani,8996546628,"Jl. Diponegoro No. 128, Jakarta Pusat",Jakarta Pusat,DKI Jakarta,2023-07-18 11:20:46
SP371130095936,Selesai,,,SHP31492779028,Express,Pick-up,2023-07-16 11:32:34,2023-07-15 12:32:34,2023-07-14 11:32:34,2023-07-14 13:22:34,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,52000,1,0,52000,7000,2800,4200,0.15,1,0.15,Gudang Jakarta Selatan,10000,0,0,0,0,0,0,0,15000,15000,0,57000,15000,Tolong dikemas rapi,,mira_wijaya809,Rina Purnama,8677125158,"Jl. Diponegoro No. 189, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2023-07-19 12:32:34
SP301218361926,Selesai,,,SHP26325334348,Instant,Pick-up,2023-07-16 12:05:32,2023-07-15 14:05:32,2023-07-14 12:05:32,2023-07-14 12:32:32,Transfer Bank,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Bandung,0,2000,0,0,0,0,2000,0,8000,8000,0,60000,8000,,,wati_setiawan231,Dian Pratama,8909863615,"Jl. Ahmad Yani No. 122, Cilegon",Cilegon,Banten,2023-07-18 17:05:32
SP307845863889,Selesai,,,SHP84092747569,Instant,Antar ke counter,2023-07-17 10:49:39,2023-07-16 10:49:39,2023-07-15 10:49:39,2023-07-15 11:00:39,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,45000,2,0,90000,28000,11200,16800,0.15,2,0.3,Gudang Jakarta Selatan,5000,0,5000,0,0,0,0,0,12000,12000,0,92000,12000,,,citra_pratama943,Fajar Kusuma,8450311802,"Jl. Gatot Subroto No. 174, Semarang",Semarang,Jawa Tengah,2023-07-20 12:49:39
SP966649287332,Selesai,,,SHP44464996339,Hemat,Antar ke counter,2023-07-17 21:21:45,2023-07-16 23:21:45,2023-07-15 21:21:45,2023-07-15 23:58:45,ShopeePay,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,5000,0,0,0,0,0,22000,22000,0,71000,22000,,,elsa_rahayu650,Sri Cahyani,8924768834,"Jl. Merdeka No. 12, Jakarta Selatan",Jakarta Selatan,DKI Jakarta,2023-07-17 22:21:45
SP194152683192,Selesai,,,SHP57172800146,Standar,Antar ke counter,2023-07-18 10:48:10,2023-07-17 14:48:10,2023-07-16 10:48:10,2023-07-16 11:43:10,Transfer Bank,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,55000,3,0,165000,12000,0,12000,0.15,3,0.45,Gudang Bandung,0,0,0,0,0,0,0,0,22000,22000,0,187000,22000,,,hendra_rahayu846,Reza Hartono,8044708560,"Jl. Diponegoro No. 191, Pekanbaru",Pekanbaru,Riau,2023-07-21 13:48:10
SP212519263397,Selesai,,,SHP10297250240,Instant,Pick-up,2023-07-18 16:06:15,2023-07-17 20:06:15,2023-07-16 16:06:15,2023-07-16 17:49:15,GoPay,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,59000,1,0,59000,0,0,0,0.15,1,0.15,Gudang Surabaya,0,1000,0,0,0,0,1000,0,18000,18000,0,76000,18000,,,budi_handayani48,Sri Pratama,8227579407,"Jl. Sudirman No. 7, Semarang",Semarang,Jawa Tengah,2023-07-20 18:06:15
SP766780496640,Pengembalian Dana/Barang,,Pengembalian,SHP44113070623,Instant,Pick-up,2023-07-18 19:12:48,2023-07-17 23:12:48,2023-07-16 19:12:48,2023-07-16 21:50:48,OVO,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,58000,1,1,58000,1000,0,1000,0.15,1,0.15,Gudang Jakarta Selatan,0,0,0,0,0,0,0,0,15000,15000,15000,15000,15000,,,arif_permata430,Lina Wijaya,8641060326,"Jl. Gatot Subroto No. 90, Cimahi",Cimahi,Jawa Barat,2023-07-21 00:12:48
SP467838209625,Selesai,,,SHP64127586070,Hemat,Antar ke counter,2023-07-18 23:16:35,2023-07-17 19:16:35,2023-07-16 23:16:35,2023-07-16 23:22:35,Kartu Kredit,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,GDS-SPR-BUB-60,Spray 60ml - Bubblegum,59000,53000,1,0,53000,6000,0,6000,0.15,1,0.15,Gudang Surabaya,0,0,0,0,0,0,0,0,18000,18000,0,71000,18000,,,laras_rahayu784,Sri Kurniawan,8606400474,"Jl. Diponegoro No. 103, Tabanan",Tabanan,Bali,2023-07-20 04:16:35
SP986503959559,Selesai,,,SHP42854916756,Hemat,Pick-up,2023-07-19 17:35:33,2023-07-18 17:35:33,2023-07-17 17:35:33,2023-07-17 19:08:33,Dana,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,GDS-FOA-VAN-60,Foam 60ml - Vanilla,59000,54000,1,0,54000,5000,0,5000,0.15,1,0.15,Gudang Jakarta Selatan,0,2000,0,0,0,0,2000,0,22000,22000,0,74000,22000,Tolong dikemas rapi,,tari_sari876,Fajar Rahayu,8177375949,"Jl. Ahmad Yani No. 52, Cimahi",Cimahi,Jawa Barat,2023-07-21 21:35:33
SP284785066850,Selesai,,,SHP92798516930,Standar,Pick-up,2023-07-19 21:20:07,2023-07-18 23:20:07,2023-07-17 21:20:07,2023-07-18 00:09:07,COD,GDS-SPR-VAN-20,Gendes Feminine Wash Spray Vanilla 20ml,GDS-SPR-VAN-20,Spray 20ml - Vanilla,29000,27000,1,0,27000,2000,0,2000,0.08,1,0.08,Gudang Jakarta Selatan,0,1000,0,0,0,0,1000,0,8000,8000,0,34000,8000,,,indah_rahayu368,Lina Purnama,8596743338,"Jl. Sudirman No. 170, Salatiga",Salatiga,Jawa Tengah,2023-07-23 22:20:07
SP103894983458,Pengembalian Dana/Barang,,Pengembalian,SHP41611788647,Express,Pick-up,2023-07-19 22:42:16,2023-07-18 18:42:16,2023-07-17 22:42:16,2023-07-17 23:13:16,COD,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,GDS-SPR-VAN-60,Spray 60ml - Vanilla,59000,41000,2,2,82000,36000,14400,21600,0.15,2,0.3,Gudang Jakarta Selatan,5000,0,5000,0,0,0,0,0,12000,12000,12000,12000,12000,,,citra_susanto992,Tari Purnama,8361977317,"Jl. Ahmad Yani No. 146, Jakarta Timur",Jakarta Timur,DKI Jakarta,2023-07-24 00:42:16
